FaceRectX,FaceRectY,FaceRectWidth,FaceRectHeight,FaceScore,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30,y_31,y_32,y_33,y_34,y_35,y_36,y_37,y_38,y_39,y_40,y_41,y_42,y_43,y_44,y_45,y_46,y_47,y_48,y_49,y_50,y_51,y_52,y_53,y_54,y_55,y_56,y_57,y_58,y_59,y_60,y_61,y_62,y_63,y_64,y_65,y_66,y_67,Pitch,Roll,Yaw,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,anger,disgust,fear,happiness,sadness,surprise,neutral,input,frame
412.4709743923611,123.23745346069336,60.487575954861086,84.4152717590332,0.9932687878608704,420.272740270152,416.7620757293674,414.30392027353184,413.67761854422633,413.9916094248639,415.501454004968,417.62672463572477,420.0929572263933,425.5489885971611,434.0333040086715,443.92258804232233,453.83195094862293,463.0478546212532,470.3267916237481,474.9964835028478,478.077550434796,480.5999350373854,420.0776663693837,422.11757839470727,424.0024384129204,425.78740520949646,427.1555610556496,437.43840125758214,442.48690487344624,448.1241472396737,453.57850612578534,457.99089499542185,429.5461454143444,427.08720050952405,424.52833521273834,421.86346337043705,420.9210031720768,422.39840487066976,424.6038264605928,427.9883316195404,431.61134093965927,420.0448838587682,421.66849211313144,424.2339809321835,426.3449614796915,423.54066660693104,421.1543087437572,439.8369646360353,442.47754620479276,446.23519959650673,450.49167908422714,445.90447632199437,442.32020283332486,420.5907810391762,421.11037432281717,422.6897824908077,424.28177353974905,426.4691540316485,431.6684197616693,437.3168412085496,431.40600269262586,425.999608492826,423.3547883528461,421.5210447790332,420.50337409287806,421.3472965670934,422.7350693903144,424.2428535538521,426.5289800757472,435.7086143789571,426.5640992346007,424.24394942376216,422.6429015987045,154.86552539921303,160.93819944755836,167.68187796265647,175.06294521048912,182.33797572355252,190.03301724793317,196.93405724805143,203.55271300671518,207.70666375094868,209.20813232260798,209.230907095615,207.53048530408432,203.75310323506375,197.385145077149,189.04379993340999,179.4842217964211,169.96631690526857,146.80994569334524,146.7214308014356,148.03781207745746,150.29817207130176,152.82323446069623,154.3146318973142,154.03872626970823,154.86363555193012,157.00228455047326,160.43800577835842,159.40997715925164,164.3925715963923,169.08606468312556,173.95664793218558,177.08927207163833,179.16457194017357,180.56197815425693,180.78982852779,180.47154926366136,155.89711031240813,154.96001776335942,155.94504782839152,158.47818282423094,158.90046104850268,158.06294473392694,162.32060462146782,161.13309221280434,162.40286128108113,165.16530177248296,165.55585712894475,164.58741907775766,186.27678577006947,184.7398689766911,184.32346860011884,185.49699734645884,185.52805001283613,188.1474387254815,191.2603734336575,193.16937881699658,193.48795393581167,192.6759354649286,191.39469749916324,188.97481748865775,186.5499381377361,187.06721288669132,187.81090703855324,188.2712629685431,190.8818786840572,189.55534476200899,188.79712957910732,187.86120233525224,-8.852488617917556,12.497093416134119,36.59836208836748,0.538628,0.43252805,0.2301309,0.4983821,0.23985857,0.0,0.28513128,0.47271848,0.47491795,0.26066014,0.7864298,0.071800694,0.46544164,1.0,0.4696199,0.54493177,0.853859,0.16698866,0.07678858,0.054044053,0.077358276,0.32663733,0.0020551097,0.009489249,0.09727901,0.022698464,0.46448252,/content/data/frame0.jpg,0
412.64225260416663,122.9377670288086,60.53846571180554,84.64440536499023,0.9923789501190186,420.61732531153905,416.95432869198214,414.34213012421895,413.51084669390167,413.57619918387707,414.88756868337987,416.80134865077406,419.13125769961925,424.6215752035914,433.29252686382404,443.39879949917304,453.4818268813598,462.8745498578775,470.31612458627944,475.0910004815276,478.26506276064055,480.9389177050686,420.23066221449767,422.26536502411716,424.07114189671364,425.75591873552924,427.0571655463259,437.1050510944247,442.229459434899,447.8970026963449,453.3475741169701,457.76402086181645,429.22672049006104,426.7222419813916,424.12514571445234,421.415749356119,420.4765551581588,421.9179031288536,424.1183619389169,427.50159517105266,431.1469648718488,420.0125733664604,421.58022488487546,424.07860677421047,426.14725267846586,423.3467006607398,421.02624076643895,439.4848667543209,442.0731843737577,445.7896429566041,449.99862907113067,445.3857767375779,441.86229704379224,420.0421907068615,420.6615000711949,422.22632728681003,423.76569642466836,425.96318260306015,431.0854204986175,436.7054440329971,430.66647014148646,425.2185868032688,422.595744882189,420.8351508001512,419.9083920104461,420.8331740909033,422.222764366772,423.6752430570758,425.9530175346764,435.0268606813504,425.86412010667567,423.55745479743285,422.034519893123,153.98678482612885,160.0506113714307,166.81206795238623,174.23150232636317,181.62177948215293,189.49838160109456,196.6701370307116,203.6381067534806,208.02162448883354,209.65950821438736,209.68340429831278,207.99542779383853,204.2196346352357,197.82244651883101,189.43487262709468,179.83025126258872,170.26935967112385,145.87818121641862,145.882355614662,147.31486439545785,149.67916909335327,152.33724063499602,154.36453910951522,154.22746809656533,155.22122310231265,157.42594409709437,160.871169716196,159.18644736553728,164.25575001665538,169.0334653503026,173.98210397794074,176.93042787721004,179.10551639599151,180.59635474876086,180.79181587608082,180.47529417258338,155.0928126791918,154.35379888836405,155.42991577040257,157.9066416444852,158.2522236983353,157.3235578231383,162.25210848359515,161.35049597830456,162.73566665922385,165.422556381633,165.68861599759097,164.61937067756293,186.071748551979,184.73018353218785,184.44328522333115,185.65129977053283,185.67034640849315,188.25275206290516,191.20737842565723,193.12924231655313,193.4101469281496,192.59654187763016,191.27783161254348,188.81315064825804,186.42233746202527,187.15703760709755,187.92424296488724,188.3879916683589,190.86196589051752,189.485831162286,188.73017123952184,187.77071955566998,-7.997420049765117,12.220423440689725,36.65654657238478,0.43487552,0.4332588,0.111018315,0.4955928,0.2375419,1.0,0.37846538,0.3086223,0.47485155,0.2763609,0.7034716,0.34487888,0.43035695,1.0,0.36528593,0.53278595,0.46146476,0.08731049,0.06453946,0.08188149,0.09746688,0.085374445,0.0031527793,0.0055393213,0.19480972,0.017407857,0.596249,/content/data/frame1.jpg,0
412.64100477430554,123.18032455444336,60.26323784722223,84.1761474609375,0.9943619966506958,420.32580653701297,416.7601107995921,414.2726556337948,413.544300251807,413.71636869241047,415.1190131461568,417.0702771196753,419.38657598807623,424.8262097370054,433.4635646986324,443.4975343356433,453.42688445821113,462.70596377495383,470.06406347680314,474.84374806871637,478.0335760817805,480.6913928063383,419.9888915421223,422.0050471294104,423.8903477961503,425.63267979889207,426.9463135254191,436.52242038657715,441.61502428524983,447.2753244413296,452.7178029933304,457.11064253347865,428.8222097849677,426.2576303521928,423.59419326008504,420.8124575158014,419.9128976704393,421.3974724526488,423.655493498125,427.09294280374013,430.7933873799877,419.6774533391843,421.296971129319,423.74319170244564,425.79147098664106,423.006309437177,420.75083817815755,439.28856841625236,441.91202473630256,445.56537201725297,449.78279708651826,445.14639423745973,441.6624406801508,419.9039719126537,420.24779872537766,421.7144256600601,423.27313089268137,425.4163423090082,430.58557827857146,436.3159238080596,430.40224351469226,425.05173789755355,422.45991458351057,420.71895832151347,419.79705548313797,420.644659290179,421.82765484305855,423.27236324740807,425.512493642456,434.631032744376,425.5878402838105,423.32377440810376,421.7979906213994,153.66345664414112,159.72718600026275,166.466696068272,173.84988422387687,181.24131478245545,189.08223024710023,196.24181387090067,203.16014013198435,207.51347754948074,209.0675588482205,208.95807155963266,207.15751291031773,203.38681524488203,197.03174795048835,188.71703580241592,179.15601693384525,169.5823424545728,145.53423769783404,145.52032977170603,146.9795903221384,149.35667766506376,152.0367350299319,154.00472463928745,153.89909966005507,154.86907214440726,157.0653504269212,160.50811304197705,158.75255044717196,163.85357436086196,168.64086014616768,173.60338279031276,176.48069187630898,178.67953499714787,180.1554971004283,180.34843194578423,179.97656049240902,154.6338897156573,153.98343226666765,155.07039991141792,157.50368791946966,157.77664752678683,156.8167206592072,161.72764248911844,160.85551617856254,162.23914109177275,164.8516848074476,165.07666206962313,164.00697697982977,185.69451833444765,184.302720256857,183.95945337362645,185.14338515270208,185.14604030223563,187.7406692844932,190.7724165579828,192.65828919571067,193.0022364233795,192.2096953602362,190.90395182296925,188.41346972649626,185.98271946340682,186.66119747005868,187.40993157627236,187.85107172666176,190.41705399354396,189.12623588868883,188.38859199889413,187.44572491862345,-8.105314728626345,11.972400978615083,36.782882024595125,0.6758854,0.44336775,0.26784948,0.49047828,0.24282722,0.0,0.32445666,0.9451143,0.47392848,0.33405384,0.6661019,0.3524557,0.46542826,1.0,0.3918707,0.53278595,0.3092942,0.24229887,0.059642475,0.07104462,0.09384368,0.26318613,0.004416511,0.0014345027,0.1724286,0.010125395,0.45456514,/content/data/frame2.jpg,0
412.6011284722222,124.55833625793457,59.82112630208337,82.80826377868652,0.9953546524047852,419.78193850840063,416.4356076980007,414.1246486900231,413.58278547600304,413.8233503307419,415.2954655657704,417.17958276355444,419.32308781953304,424.8036262001739,433.53254825208677,443.71303304626815,453.7383494815652,463.1269236303569,470.5725290810224,475.31395954623207,478.39977122289935,480.9935846528512,419.1741237073825,421.30936778662414,423.3800995456518,425.27712128049654,426.7722025935301,435.2599586154837,440.52624466273625,446.34885766675245,451.95125989135255,456.6048476994657,428.0699740531582,425.5420707498444,422.9078690063101,420.16450509625855,419.55047124123513,420.94007739834024,423.1229831228962,426.50802606375146,430.2060976843235,419.3345308789027,420.93349704691184,423.41310199223943,425.40983589296786,422.6362769949938,420.3773714690399,438.5130036158054,441.0853435407136,444.7595339939056,448.92012850666254,444.3136633591832,440.8457085826212,419.97826812043667,420.15948543124006,421.5624299784592,423.15829254237434,425.46925155035194,430.8464973668747,436.7700396944869,430.7148755310358,425.17347334186394,422.46220271193357,420.7058559786867,419.89288939330794,420.75268841680025,421.68709239672086,423.1601997189359,425.5534841946711,435.1046451453392,425.6516712115963,423.24944906681935,421.69755817617533,153.14539971723258,159.19825690779322,165.89160854744233,173.21703226018423,180.62614667111058,188.49688073066395,195.76602496611292,202.98029345360163,207.47702487388614,209.0805694502249,208.77785551579393,206.79559424217194,202.8959986187424,196.45886311974527,188.02232544970605,178.3436590846597,168.6595317979059,145.80226946930156,145.66354606607953,147.09751184696754,149.46216794409872,152.12933363531496,153.98602924711741,153.77455179639725,154.71177508080018,156.86702378375864,160.30176881193273,158.38736926332479,163.47007475925201,168.25181061732405,173.22550794235704,176.0074388716038,178.22556221055498,179.7296552289875,179.868630355824,179.5110051359813,154.31659269767457,153.5174264892788,154.58637822187504,157.15143296923424,157.37686775401468,156.44496028005906,161.3379787059187,160.37143702406257,161.76840831798242,164.4842958551481,164.62197978791497,163.56455107395408,185.15293685242028,183.66312988947402,183.3322999080309,184.53254179358584,184.49758478716794,187.05782717130882,190.137893626657,192.20540332341903,192.58651287576714,191.77706449808272,190.4305208477823,187.93030121915461,185.46531697364787,185.83684918282796,186.6076742736857,187.04557859637282,189.82235067224957,188.817280470104,188.0564947092833,187.04971278655916,-8.765925969866363,11.144720648972093,37.11459822126583,0.43223885,0.37314683,0.13962531,0.48926175,0.32654068,0.0,0.28984553,0.84650356,0.4756686,0.28975868,0.6798606,0.16296238,0.35863784,1.0,0.36979645,0.5306593,0.12399027,0.2048916,0.1448166,0.059468772,0.039444398,0.056699675,0.004101134,0.002247011,0.23563825,0.014571092,0.64729846,/content/data/frame3.jpg,0
412.39889865451386,124.86003971099854,59.75051540798614,82.16979503631592,0.996327817440033,419.9122131450189,416.5294388354175,414.2019467879949,413.60250486396046,413.7992440616718,415.2460240888091,417.11751711256073,419.2715791029862,424.7561593774519,433.4701723167662,443.56537820409517,453.45244451406063,462.6733372280414,469.9136523730799,474.4307945789335,477.3249599891067,479.73229583478644,419.00040904665406,420.96170338546943,422.8617950674952,424.5855430499346,425.95596301385217,434.60645472451307,439.7190584924373,445.3972321709766,450.92015850913117,455.533746251828,427.4819770754168,425.05851113980003,422.52863186536035,419.8828739542863,419.3377333359361,420.70855295229154,422.8621477019992,426.1899124982874,429.8359857682296,419.0803718590563,420.5243278715408,422.90806071441966,424.8969575190354,422.22714993478877,420.06331996860257,437.85790059827366,440.29878961700877,443.89861193313084,448.0181058405519,443.51005572765973,440.1244559340951,419.8044157157678,419.97439436255706,421.3044876323217,422.8698557045324,425.1305073510328,430.40737414816067,436.2312005699552,430.245138767355,424.8239533608454,422.1829648314379,420.4922733951274,419.72644234969226,420.55186274906123,421.45962330511355,422.89574495436756,425.24162836048407,434.548061389272,425.26012110159786,422.92079375863483,421.4379362831177,153.1564511895997,159.10720840110804,165.70607844475467,172.9558970896759,180.2877443974686,188.07307380016005,195.27742022579082,202.41014658365975,206.78920299498975,208.35031006694385,208.0340850754843,206.073825131214,202.20379662640403,195.8011471138858,187.4156984350501,177.84250034260913,168.298900039537,145.66095502436445,145.55556432560314,147.00813637446862,149.31830378257195,151.8907195940563,153.6950827627303,153.47461860945208,154.3557552604526,156.38774106283597,159.72795385711527,158.07074800558019,163.18305497279687,167.98684201246635,172.9610396761925,175.70360163585553,177.89043512618582,179.37339839205413,179.46936199507525,179.09675074642655,154.1551650000955,153.36501980560973,154.35830892198572,156.79120783058443,157.05277741254525,156.19373037459928,160.89593222952976,160.00520685864137,161.36276741764652,163.97220397480885,164.10873523889398,163.07242177440946,184.75678725697696,183.37149787147416,183.050482928002,184.22775909683855,184.1269702783544,186.5821586262266,189.49600104172282,191.28820713587152,191.5846140682064,190.8232879285598,189.5501480698116,187.2419612921724,185.05837203927888,185.67232046522156,186.39975842903402,186.78295459004437,189.19708452716782,187.82444884311678,187.1267203362661,186.20080204187877,-8.757388604251254,10.89630484604274,36.98631924566079,0.58641577,0.42695504,0.3330478,0.5091812,0.3339961,0.0,0.32040384,0.026085101,0.4746101,0.30599922,0.79846615,0.17179751,0.48762575,1.0,0.37279588,0.54493177,0.65060496,0.22875573,0.10828413,0.0577764,0.03443022,0.032439195,0.004322788,0.0012525691,0.20802952,0.008121944,0.7114038,/content/data/frame4.jpg,0
412.6368272569444,124.83751773834229,59.76638454861114,82.1867208480835,0.9962432384490967,419.8276664573667,416.4744870092798,414.22372900329384,413.7135219570792,413.9429520743034,415.3825056985732,417.23014295540423,419.3712781121364,424.8326601572123,433.4794844210736,443.47042857433905,453.2898718191784,462.46227381256716,469.6600742654041,474.1316307449147,476.991051056495,479.34913343686134,418.78429700846505,420.7233162768716,422.65805015350645,424.41951664678066,425.82022251861827,434.35406292808807,439.4656241515724,445.16861352793967,450.7484522665559,455.42680094324584,427.47731709021076,425.0986454304476,422.60505002701353,419.9999227469212,419.3498158825639,420.7422977995475,422.9028053960376,426.21228589888085,429.8340797580219,419.0316887368804,420.46064351154206,422.8576206719595,424.8319988313216,422.1751470488988,420.00818197248935,437.7761128544314,440.1961541226899,443.8156700815408,447.94489488776867,443.4632980116243,440.06024724331394,419.7363505783803,419.92611583829404,421.28084045575855,422.8563332908923,425.13571495104037,430.35146880340943,436.08291282843345,430.1816785246207,424.8248006664047,422.1814134791163,420.4795427358849,419.6933261855451,420.4710131015081,421.4316374549667,422.88567558585567,425.2501066947726,434.3970696855661,425.2378119116581,422.88253061384216,421.3877371727296,153.34810632865853,159.31947644759856,165.9085602191568,173.10700730175353,180.37613101709474,188.10488504414377,195.27877783122574,202.3782846821229,206.69939393034093,208.2820026320585,207.99392319562173,206.03772708941437,202.197293012359,195.81074249924404,187.41212706867628,177.84779689942928,168.33010049276754,145.88068771902675,145.71897737300915,147.1461891865456,149.4770866639653,152.0784958229389,153.901527347797,153.59696179171192,154.36705668644976,156.32297356616996,159.6868150572279,158.14062924634334,163.2333441515561,168.02837128994696,172.99836174520485,175.7052068257376,177.8716692944701,179.3519988035467,179.44883454930076,179.10245850079318,154.24393544096046,153.42746543554128,154.41162417302988,156.88716684926123,157.12049144117503,156.2716341024692,160.9371295430703,159.98524938749975,161.31518163212883,163.96135226661045,164.09553969867062,163.07649234641545,184.768204942223,183.39780837076228,183.0626013817419,184.25937198424793,184.14759909104282,186.6345900532486,189.58301013358476,191.2804955513544,191.55108071356275,190.78555337630996,189.51877628462864,187.2329283268827,185.0649433389885,185.70251440368452,186.44264094828247,186.824464064531,189.2615528446384,187.76302952550236,187.0770317702508,186.1431044081928,-8.729735537291972,10.73983174465736,37.02190714401833,0.5861441,0.42554885,0.18228108,0.49541122,0.2404736,0.0,0.33103868,0.0979884,0.47214237,0.23836295,0.7598159,0.14438124,0.4755341,1.0,0.4244948,0.54358256,0.4982979,0.17992589,0.020715943,0.054393098,0.018810598,0.025292832,0.002347977,0.0010658377,0.14871247,0.010163247,0.793607,/content/data/frame5.jpg,0
413.24283854166663,125.48971939086914,58.87136501736114,81.23847198486328,0.9964591860771179,418.34738245557105,415.2398366414068,413.25813638022464,412.9835522337574,413.4310287205038,415.0897699018167,417.0810678683226,419.3244323439076,424.83027867977717,433.55143038461995,443.66570637645964,453.6016135108308,462.8734413666565,470.12937050833625,474.6131186071792,477.4613026684116,479.91578760797785,418.20391804240694,420.2501584049709,422.35832118085955,424.23761783388466,425.83606067248763,434.81396370549066,440.11006088566194,445.83530202023724,451.30796676309853,455.773434625254,427.51209283101696,424.9599457560009,422.2728003532796,419.4904216577453,418.78841350285603,420.1712006820758,422.3746141826624,425.8015048658823,429.5094527355153,418.8421966785647,420.5835838790974,423.11349367954165,425.0371254266308,422.2722396276469,419.96850272384097,438.0512245335623,440.75714407637804,444.48463308904354,448.631643655619,444.07629699464525,440.48754544900737,419.3484011857181,419.5202272757009,420.7944864445168,422.3612206843901,424.6320200415771,430.0003811008215,435.9512867020573,430.1022356046025,424.72926381178803,422.0896173902498,420.3539187948401,419.50160421194266,420.1102588122797,421.000008368114,422.45444349980517,424.8396454126253,434.2276073913228,425.0766406045053,422.711096047284,421.1835835485552,152.4376155200892,158.70242288430399,165.62202704832671,173.07984066027674,180.69075270714166,188.6623188324298,195.93760898766413,203.09910379792456,207.48109036303958,208.98181877053793,208.57965937404134,206.71372716614695,203.08588461850178,196.80148091028548,188.39799916088577,178.76551141600848,169.17793982802704,145.6157577456269,145.3384222666512,146.79623046808084,149.06900834421003,151.62034193126163,153.41249659140612,153.27138257739654,154.25153098328346,156.46648148639488,160.10372853597227,158.14778679012252,163.2824908634554,168.09908627890727,173.1122872088028,175.9466826490372,178.19059622899823,179.7202441336338,179.90706164467628,179.6373206569118,154.00135438106471,153.1951645657532,154.27730983581495,157.03041458588467,157.17229269751806,156.16702204009954,161.33236555655168,160.17733467018678,161.5105455685999,164.3609115207655,164.5472496549718,163.5217260525519,185.30378147542524,183.92647081339493,183.5589427616718,184.76117919248972,184.72038277107112,187.36553185762622,190.53671712578307,192.44516570107805,192.70864864214434,191.9023426142665,190.5603896255494,188.13139010178458,185.61495224309493,186.08768753113836,186.88840373457458,187.33915741569217,190.2347445827403,188.92089179256763,188.18566718090023,187.171915911452,-9.046728425363924,10.830430993844555,37.08851001425727,0.4271528,0.40977743,0.33078423,0.5075882,0.22905552,0.0,0.34471512,0.06957429,0.47300056,0.26873073,0.72783625,0.3975354,0.41349974,1.0,0.33786103,0.5306593,0.39164147,0.21447363,0.12444697,0.029506775,0.11556787,0.32394236,0.022748662,0.001439034,0.17673168,0.067551084,0.2920194,/content/data/frame6.jpg,0
412.736328125,124.56918525695801,58.99945746527777,82.49081039428711,0.9961438179016113,419.55344852133476,416.2157806465565,413.86506915181445,413.21594951896884,413.4071721332195,414.9084742446105,416.85316625159885,419.01824999914965,424.53845884574673,433.3103076639739,443.44237147538234,453.3403624515865,462.64566038194533,470.03250745611666,474.70154423385355,477.7706643899808,480.4146395518179,418.3389095288893,420.30075047456296,422.3315824885478,424.1601614596317,425.6327753112179,434.3093948604343,439.5903357434898,445.39484879962345,450.99613527943694,455.4849267697506,427.1048050427527,424.60920227421263,421.99654833756415,419.24987130019815,418.6272671775715,420.06945663475545,422.275303406611,425.64707150197466,429.3166818216051,418.6269161155204,420.1065895594469,422.5198166502115,424.36463002858676,421.7152974828425,419.5352434463947,437.55625566800614,440.06815184586293,443.76265807011487,447.87801394120714,443.3309402501941,439.83175138075626,419.35113942650963,419.357458543431,420.67785306966346,422.2623229610209,424.52323337308985,429.89956873082735,435.79194760320075,429.89421134692014,424.4180062108734,421.78227068188477,420.11692081409603,419.30199663954613,420.1191628910616,420.9341018161179,422.3530090740752,424.705549631605,434.0844348880545,424.8178393362629,422.4569352416314,420.97231742797555,151.89539850987794,158.0806368854723,164.89383086739795,172.32453119695484,179.8697161065149,187.8203983359038,195.18036998750114,202.49219598636438,207.0375350178304,208.62932116033863,208.25761430046177,206.29907746821107,202.50516463154935,196.08173212927585,187.6332321109,177.96221602624337,168.28326416916917,144.9712394187648,144.76451107223653,146.26987694812755,148.71558760398133,151.4377729005999,153.32420040749645,153.16000367098454,154.09009389893112,156.2429716024754,159.8641058580294,157.7365901751074,162.86365967609768,167.68911967349877,172.7348607826647,175.3084701289985,177.53285238713642,179.07458711148985,179.1800119304914,178.81018133502258,153.45773969160558,152.59164306041808,153.68680620495388,156.41120112742402,156.62599505082576,155.63450436513685,160.64313025021897,159.5090198687104,160.90897567610622,163.7819760498738,163.9253450714162,162.8657365473921,184.75805751249607,183.19729463494815,182.81287283859555,183.97345447880406,183.91892480692067,186.52419464008915,189.70908267027227,191.82560332575923,192.1987557352586,191.37311679289434,190.04000142998356,187.5956006190939,185.01206123188365,185.27125122930474,186.01642320941562,186.43468266734052,189.3804354885392,188.53778036204685,187.7953224751048,186.78668875093317,-9.580665544827301,10.309029543076406,37.39722385512969,0.5601837,0.42074472,0.2418977,0.5063603,0.33689237,0.0,0.35395277,0.18220416,0.47254598,0.2578746,0.67935747,0.19038957,0.43655646,1.0,0.30903137,0.5352605,0.90927577,0.29418635,0.046162937,0.05882035,0.061721046,0.50956047,0.0077599604,0.0032369716,0.11059871,0.08110275,0.22602004,/content/data/frame7.jpg,0
413.3440483940972,124.65479278564453,57.799723307291686,81.45284271240234,0.9951900243759155,419.7738576523855,416.4331596800713,414.0532428342465,413.39214041844633,413.56620849037637,415.057909470771,416.99201210546295,419.0605415148619,424.5730573645865,433.4868451628243,443.9603447572641,454.1814753598081,463.631673980483,471.0190453513882,475.60421089709325,478.53890490837546,481.0434740223245,418.9568918372494,420.8394609312004,422.74352490939356,424.4733693406627,425.86305045612045,434.88436510922054,440.087988490449,445.77603472839166,451.21132454801153,455.6652428373929,427.29177133829626,424.66333354801884,421.9076480238549,419.03254485780116,418.57144332419875,419.9267425290033,422.1281169646144,425.56978030286893,429.3112272191162,419.1999946376865,420.7404195889817,423.1945358780123,425.04113257387337,422.3700429208675,420.15430457765405,437.8670038690786,440.4382365452828,444.1534753745906,448.2826953624499,443.71532230257634,440.17322230437014,419.79540788326005,419.7019944196639,420.83239986609635,422.3507152942316,424.59068963648207,430.07212106965324,436.22159218205087,430.0804026736511,424.49945799539535,421.86820626580663,420.23740608973685,419.627526982238,420.51787660599695,421.0802275211534,422.4520345873213,424.7981025979526,434.5169071646859,424.86822969420473,422.51514140019856,421.079432277435,152.10112557650245,158.21431260188018,164.97653793368164,172.40855073310158,180.01640560966953,187.9887501034862,195.26231714622082,202.5476176750277,207.13754885708187,208.7544045947634,208.52916710467417,206.7383248585209,203.06285404109457,196.703560932226,188.1482124904196,178.33563907645038,168.55907592931962,145.36063690633736,145.16464574200918,146.57184552311702,148.83998838828674,151.39999443705238,153.03150829338227,152.91743597099156,153.95203639671135,156.17899554140203,159.7214072285382,157.73596039684782,162.89753781532372,167.69931551540304,172.69624835436298,175.42758136026367,177.70920841287844,179.22742479967147,179.38154478008636,179.01732898301907,153.6126887154829,152.68141753950377,153.76656983148422,156.5931631307154,156.7902932704791,155.78953294101092,160.71533953135457,159.44141152812463,160.76429508421717,163.67450840608745,163.88449061649436,162.8760429310816,184.67716882929398,183.27095654862768,182.95970456580216,184.13503399987275,184.0901566199251,186.67050983855535,189.79674397972724,191.73291483068317,191.98499835047497,191.14782518854554,189.7834724398699,187.34857017122977,184.94350265044267,185.28774122618836,186.08031082835151,186.52045637913272,189.47397407139778,188.41535612018998,187.6430317335686,186.61322316102377,-9.340129961719756,10.743478776272285,37.485600326173525,0.51038694,0.42816776,0.09704931,0.5329453,0.32344168,0.0,0.3244406,0.25152612,0.47515512,0.24368303,0.64161223,0.16808857,0.40598837,1.0,0.47665438,0.5306593,0.253633,0.23707686,0.04961684,0.032076158,0.044357065,0.030385887,0.004985224,0.0013325568,0.17997521,0.046032395,0.69293165,/content/data/frame8.jpg,0
413.3787434895833,124.95659065246582,57.098904079861086,80.89084053039551,0.9942504167556763,419.68183942119964,416.655533479907,414.6575588173408,414.363203745788,414.74675359819076,416.2385129840457,418.0095569732515,420.04032534491404,425.40487973455356,434.0350522733321,444.085383924766,453.90075860203785,463.0109238896425,470.07892863670486,474.32519903171294,477.04140683821157,479.34959101152447,418.8713840955201,420.50254133453086,422.31655763776035,424.0249866449145,425.49386767434845,434.22470382422676,439.4088870280723,445.0609504842738,450.5577732196531,455.1443333112922,427.15446577234593,424.74376943640596,422.1739067389201,419.4665800798214,419.01647658667486,420.39087898648813,422.50457760326947,425.8715681195712,429.53235972054387,419.11311330618486,420.4183902932548,422.84603023842004,424.7879003496263,422.1964451817192,420.03043458173477,437.7338563423294,440.0491656837355,443.66185444465395,447.7537838051074,443.436898163183,440.01434695731666,419.8732700944562,419.47098883182065,420.6571976932114,422.28271091965627,424.5982256556765,430.13592191926887,436.04837946008445,430.38586691449905,424.9125517373517,422.20731373897706,420.43712459636953,419.63561984725527,420.6207242383519,420.93382084522415,422.4116727013966,424.82172971043906,434.39860363323453,425.2421609140477,422.8174630297638,421.23182528728023,153.57505865722902,159.5505983805213,166.17549172996337,173.4419366030999,180.80194884806193,188.56125979443172,195.71005116113292,202.7469979282324,206.92758254706342,208.4419541442056,208.0984417771499,206.05143855232495,202.10837689389172,195.55899644040446,186.93487002477445,177.06593074644147,167.31995051992868,146.54017162203468,146.06931459421472,147.16405631603158,149.12716307318672,151.33735955114736,152.26005869412933,151.83232874951415,152.55676133933528,154.56958227175699,158.0092477668801,157.32559902593343,162.51439348351042,167.4368808058917,172.54307191400335,175.30049750165986,177.42326530316396,178.84059228444977,178.8040262573698,178.32458894186635,154.49551292386494,153.32325932470783,154.17787738530848,156.7154902354931,157.1101805760513,156.3782438506095,159.8938793170259,158.44779708976105,159.5822927944998,162.3485098502177,162.68319603462936,161.84351103034095,184.85381179434938,182.92112369025958,182.3720778507373,183.44480474137703,183.33112605465755,185.88621191145316,189.26384823310724,191.4993863564176,191.9782450955432,191.2714330493094,190.03886286276168,187.67376413115988,185.09343498699877,184.96217914992025,185.5961773590019,185.96552316132852,188.9613569312409,188.30799377079268,187.63484329822208,186.71199083249996,-10.168964677635593,10.207251473243444,37.79122428828806,0.57942307,0.42149422,0.41288587,0.4988429,0.22360358,0.0,0.29129124,0.06697136,0.4747048,0.24871506,0.7628996,0.13555254,0.3903954,1.0,0.34306714,0.5433973,0.96269405,0.4478373,0.107779,0.059433583,0.0075576943,0.008024821,0.0015580797,0.0010862957,0.12958537,0.010451035,0.8417367,/content/data/frame9.jpg,0
